video_path,class_label
split-videos/train\Falful\20241001_152707_slow_down.mp4,Falful
split-videos/train\Sungur\dataset 03 (9)_color_jitter.mp4,Sungur
split-videos/train\Kera\20241003_091342_noise.mp4,Kera
split-videos/train\Kera\20241002_104645_noise.mp4,Kera
split-videos/train\Falful\20241014_093907_flip.mp4,Falful
split-videos/train\Kharayo\20241008_101220_color_jitter.mp4,Kharayo
split-videos/train\Sungur\20241003_091511_color_jitter.mp4,Sungur
split-videos/train\Hathi\20241002_121708_color_jitter.mp4,Hathi
split-videos/train\Jestha\20241006_090517_color_jitter.mp4,Jestha
split-videos/train\Gundruk\Dataset01 (17)_brightness.mp4,Gundruk
split-videos/train\Falful\20241014_092805_flip.mp4,Falful
split-videos/train\Ghar\20241003_114711_flip.mp4,Ghar
split-videos/train\Gundruk\Dataset01 (17)_speed_up.mp4,Gundruk
split-videos/train\Kera\dataset 03 (15)_noise.mp4,Kera
split-videos/train\Hariyo\20241008_091552_rotate.mp4,Hariyo
split-videos/train\Hathi\20241002_121708_flip.mp4,Hathi
split-videos/train\Hathi\20241006_094238_noise.mp4,Hathi
split-videos/train\Sungur\20241014_094128_color_jitter.mp4,Sungur
split-videos/train\Khairo\20241008_091604_speed_up.mp4,Khairo
split-videos/train\Hathi\20241001_152926_speed_up.mp4,Hathi
split-videos/train\Gundruk\20241006_083351_color_jitter.mp4,Gundruk
split-videos/train\Hathi\Dataset01 (10)_slow_down.mp4,Hathi
split-videos/train\Poush\20241003_085559_rotate.mp4,Poush
split-videos/train\Mahina\Dataset01 (13)_slow_down.mp4,Mahina
split-videos/train\Shau\20241008_091616_color_jitter.mp4,Shau
split-videos/train\Ghar\20241008_094242_brightness.mp4,Ghar
split-videos/train\Hathi\Dataset02 (2)_flip.mp4,Hathi
split-videos/train\Hathi\20241003_114759_slow_down.mp4,Hathi
split-videos/train\Poush\20241002_104330_rotate.mp4,Poush
split-videos/train\Kera\20241003_085814_noise.mp4,Kera
split-videos/train\Gundruk\20241006_094118_flip.mp4,Gundruk
split-videos/train\Hariyo\20241002_111737_rotate.mp4,Hariyo
split-videos/train\Poush\20241008_100818_speed_up.mp4,Poush
split-videos/train\Baisakh\Dataset01 (8)_flip.mp4,Baisakh
split-videos/train\Kharayo\20241006_094343_slow_down.mp4,Kharayo
split-videos/train\Guy\20241001_152941_rotate.mp4,Guy
split-videos/train\Khairo\20241002_121327_noise.mp4,Khairo
split-videos/train\Amilo\20241008_100833_slow_down.mp4,Amilo
split-videos/train\Sungur\20241014_094128_speed_up.mp4,Sungur
split-videos/train\Baisakh\20241002_104210_speed_up.mp4,Baisakh
split-videos/train\Falful\20241002_121409_speed_up.mp4,Falful
split-videos/train\Nariwal\20241008_091712_rotate.mp4,Nariwal
split-videos/train\Kharayo\20241014_093156_speed_up.mp4,Kharayo
split-videos/train\Gundruk\20241006_094118_speed_up.mp4,Gundruk
split-videos/train\Ghar\20241003_115801_flip.mp4,Ghar
split-videos/train\Jestha\dataset 03 (20)_color_jitter.mp4,Jestha
split-videos/train\Guy\20241008_094352_slow_down.mp4,Guy
split-videos/train\Hathi\20241001_152926_color_jitter.mp4,Hathi
split-videos/train\Mahina\Dataset02 (18)_rotate.mp4,Mahina
split-videos/train\Kharayo\20241002_121814_flip.mp4,Kharayo
split-videos/train\Hathi\20241002_112348_color_jitter.mp4,Hathi
split-videos/train\Khairo\20241001_152614_brightness.mp4,Khairo
split-videos/train\Saag\20241014_092939_rotate.mp4,Saag
split-videos/train\Naadi\Dataset01 (14)_flip.mp4,Naadi
split-videos/train\Shau\20241001_152633_noise.mp4,Shau
split-videos/train\Khairo\20241003_121000_slow_down.mp4,Khairo
split-videos/train\Nariwal\20241002_104734_speed_up.mp4,Nariwal
split-videos/train\Kharayo\20241006_083737_slow_down.mp4,Kharayo
split-videos/train\Guy\20241003_090032_flip.mp4,Guy
split-videos/train\Baisakh\dataset 03 (6)_rotate.mp4,Baisakh
split-videos/train\Jestha\20241006_082542_flip.mp4,Jestha
split-videos/train\Mahina\Dataset02 (18)_speed_up.mp4,Mahina
split-videos/train\Ghar\20241003_114711_slow_down.mp4,Ghar
split-videos/train\Ghar\20241002_112236_speed_up.mp4,Ghar
split-videos/train\Falful\20241014_093907_speed_up.mp4,Falful
split-videos/train\Jestha\20241003_120846_slow_down.mp4,Jestha
split-videos/train\Amilo\20241003_085616_rotate.mp4,Amilo
split-videos/train\Kera\Dataset02 (4)_speed_up.mp4,Kera
split-videos/train\Amilo\20241003_091237_speed_up.mp4,Amilo
split-videos/train\Baisakh\20241003_085517_slow_down.mp4,Baisakh
split-videos/train\Shau\20241001_152633_speed_up.mp4,Shau
split-videos/train\Baisakh\20241001_152325_color_jitter.mp4,Baisakh
split-videos/train\Naang\20241014_093043_slow_down.mp4,Naang
split-videos/train\Hariyo\20241002_111737_speed_up.mp4,Hariyo
split-videos/train\Naang\Dataset01 (6)_flip.mp4,Naang
split-videos/train\Saag\20241003_091401_noise.mp4,Saag
split-videos/train\Naang\20241003_121235_flip.mp4,Naang
split-videos/train\Hariyo\20241003_085630_speed_up.mp4,Hariyo
split-videos/train\Naadi\20241003_121221_speed_up.mp4,Naadi
split-videos/train\Amilo\20241008_100833_flip.mp4,Amilo
split-videos/train\Saag\20241001_152823_flip.mp4,Saag
split-videos/train\Falful\20241003_115610_slow_down.mp4,Falful
split-videos/train\Mahina\Dataset01 (13)_noise.mp4,Mahina
split-videos/train\Kera\20241008_091655_speed_up.mp4,Kera
split-videos/train\Falful\20241008_091634_color_jitter.mp4,Falful
split-videos/train\Guy\20241002_112412_rotate.mp4,Guy
split-videos/train\Khairo\20241003_121000_noise.mp4,Khairo
split-videos/train\Khairo\20241003_114431_rotate.mp4,Khairo
split-videos/train\Ghar\20241006_083407_noise.mp4,Ghar
split-videos/train\Gundruk\20241002_121547_flip.mp4,Gundruk
split-videos/train\Gundruk\20241001_152838_flip.mp4,Gundruk
split-videos/train\Amilo\20241003_091237_slow_down.mp4,Amilo
split-videos/train\Naang\20241008_094311_rotate.mp4,Naang
split-videos/train\Hariyo\20241006_082918_slow_down.mp4,Hariyo
split-videos/train\Nariwal\20241008_091712_brightness.mp4,Nariwal
split-videos/train\Falful\20241003_091334_noise.mp4,Falful
split-videos/train\Saag\20241002_112152_slow_down.mp4,Saag
split-videos/train\Falful\20241006_090751_noise.mp4,Falful
split-videos/train\Falful\dataset 03 (8)_color_jitter.mp4,Falful
split-videos/train\Naadi\20241002_105324_color_jitter.mp4,Naadi
split-videos/train\Baisakh\20241003_114239_speed_up.mp4,Baisakh
split-videos/train\Poush\Dataset02 (19)_speed_up.mp4,Poush
split-videos/train\Sungur\20241003_121315_flip.mp4,Sungur
split-videos/train\Hathi\20241003_121251_color_jitter.mp4,Hathi
split-videos/train\Sungur\20241006_094319_brightness.mp4,Sungur
split-videos/train\Ghar\20241008_091749_color_jitter.mp4,Ghar
split-videos/train\Naadi\20241002_112309_rotate.mp4,Naadi
split-videos/train\Nariwal\20241008_094202_slow_down.mp4,Nariwal
split-videos/train\Poush\dataset 03 (13)_flip.mp4,Poush
split-videos/train\Kera\Dataset02 (4)_color_jitter.mp4,Kera
split-videos/train\Guy\20241001_152941_flip.mp4,Guy
split-videos/train\Amilo\20241008_091534_brightness.mp4,Amilo
split-videos/train\Hathi\20241008_091831_slow_down.mp4,Hathi
split-videos/train\Kera\20241006_083147_slow_down.mp4,Kera
split-videos/train\Khairo\20241002_111802_rotate.mp4,Khairo
split-videos/train\Guy\20241003_114813_slow_down.mp4,Guy
split-videos/train\Naadi\dataset 03 (12)_flip.mp4,Naadi
split-videos/train\Kharayo\20241003_090115_slow_down.mp4,Kharayo
split-videos/train\Khairo\20241008_093956_flip.mp4,Khairo
split-videos/train\Naadi\20241006_094201_slow_down.mp4,Naadi
split-videos/train\Saag\20241003_085844_speed_up.mp4,Saag
split-videos/train\Shau\20241001_152633_rotate.mp4,Shau
split-videos/train\Nariwal\20241003_121122_brightness.mp4,Nariwal
split-videos/train\Saag\20241008_101024_speed_up.mp4,Saag
split-videos/train\Jestha\20241002_121200_slow_down.mp4,Jestha
split-videos/train\Gundruk\20241003_091411_flip.mp4,Gundruk
split-videos/train\Hathi\20241003_114759_brightness.mp4,Hathi
split-videos/train\Falful\20241008_100938_color_jitter.mp4,Falful
split-videos/train\Falful\20241003_091334_flip.mp4,Falful
split-videos/train\Sungur\20241008_094405_color_jitter.mp4,Sungur
split-videos/train\Hathi\20241003_115854_rotate.mp4,Hathi
split-videos/train\Amilo\20241008_093927_rotate.mp4,Amilo
split-videos/train\Naadi\20241006_094201_flip.mp4,Naadi
split-videos/train\Naang\20241003_114745_noise.mp4,Naang
split-videos/train\Hathi\20241002_112348_slow_down.mp4,Hathi
split-videos/train\Saag\20241008_094215_rotate.mp4,Saag
split-videos/train\Hathi\20241002_121708_slow_down.mp4,Hathi
split-videos/train\Guy\20241002_104953_flip.mp4,Guy
split-videos/train\Naadi\Dataset02 (20)_speed_up.mp4,Naadi
split-videos/train\Naadi\20241008_094258_brightness.mp4,Naadi
split-videos/train\Sungur\20241003_090102_color_jitter.mp4,Sungur
split-videos/train\Saag\20241003_091401_color_jitter.mp4,Saag
split-videos/train\Kharayo\20241014_094141_slow_down.mp4,Kharayo
split-videos/train\Falful\20241003_085753_color_jitter.mp4,Falful
split-videos/train\Mahina\20241006_082331_slow_down.mp4,Mahina
split-videos/train\Nariwal\20241008_094202_rotate.mp4,Nariwal
split-videos/train\Mahina\20241008_093817_rotate.mp4,Mahina
split-videos/train\Kharayo\20241008_101220_speed_up.mp4,Kharayo
split-videos/train\Khairo\20241003_085715_slow_down.mp4,Khairo
split-videos/train\Nariwal\20241003_085829_flip.mp4,Nariwal
split-videos/train\Saag\20241006_090850_slow_down.mp4,Saag
split-videos/train\Naang\20241014_094053_color_jitter.mp4,Naang
split-videos/train\Ghar\20241003_085912_color_jitter.mp4,Ghar
split-videos/train\Hariyo\20241006_082918_brightness.mp4,Hariyo
split-videos/train\Nariwal\20241003_085829_rotate.mp4,Nariwal
split-videos/train\Naang\20241006_090956_slow_down.mp4,Naang
split-videos/train\Kera\20241001_152736_noise.mp4,Kera
split-videos/train\Ghar\20241003_115801_color_jitter.mp4,Ghar
split-videos/train\Mahina\dataset 03 (18)_brightness.mp4,Mahina
split-videos/train\Sungur\Dataset01 (19)_rotate.mp4,Sungur
split-videos/train\Mahina\20241003_091140_noise.mp4,Mahina
split-videos/train\Naadi\Dataset02 (20)_brightness.mp4,Naadi
split-videos/train\Poush\20241002_104330_color_jitter.mp4,Poush
split-videos/train\Naadi\20241003_114728_brightness.mp4,Naadi
split-videos/train\Poush\20241006_090532_flip.mp4,Poush
split-videos/train\Gundruk\20241003_121150_flip.mp4,Gundruk
split-videos/train\Guy\20241008_094352_speed_up.mp4,Guy
split-videos/train\Nariwal\20241006_090828_brightness.mp4,Nariwal
split-videos/train\Hariyo\Dataset01 (7)_color_jitter.mp4,Hariyo
split-videos/train\Falful\20241002_104518_rotate.mp4,Falful
split-videos/train\Shau\20241003_114452_speed_up.mp4,Shau
split-videos/train\Shau\20241003_091326_color_jitter.mp4,Shau
split-videos/train\Poush\20241008_100818_slow_down.mp4,Poush
split-videos/train\Naang\20241008_094311_flip.mp4,Naang
split-videos/train\Khairo\20241014_092719_rotate.mp4,Khairo
split-videos/train\Kharayo\20241002_112500_rotate.mp4,Kharayo
split-videos/train\Amilo\20241002_121249_flip.mp4,Amilo
split-videos/train\Hariyo\Dataset01 (7)_flip.mp4,Hariyo
split-videos/train\Falful\20241002_104518_flip.mp4,Falful
split-videos/train\Saag\20241003_091401_slow_down.mp4,Saag
split-videos/train\Khairo\20241001_152614_color_jitter.mp4,Khairo
split-videos/train\Amilo\20241014_093749_speed_up.mp4,Amilo
split-videos/train\Hariyo\20241003_114416_brightness.mp4,Hariyo
split-videos/train\Kharayo\20241003_091523_rotate.mp4,Kharayo
split-videos/train\Sungur\dataset 03 (9)_speed_up.mp4,Sungur
split-videos/train\Kharayo\20241002_112500_color_jitter.mp4,Kharayo
split-videos/train\Nariwal\20241006_083243_rotate.mp4,Nariwal
split-videos/train\Nariwal\20241014_093944_brightness.mp4,Nariwal
split-videos/train\Jestha\20241002_104255_brightness.mp4,Jestha
split-videos/train\Nariwal\20241006_090828_noise.mp4,Nariwal
split-videos/train\Shau\20241008_100913_slow_down.mp4,Shau
split-videos/train\Shau\20241001_152633_brightness.mp4,Shau
split-videos/train\Saag\20241014_092939_slow_down.mp4,Saag
split-videos/train\Jestha\20241003_115320_color_jitter.mp4,Jestha
split-videos/train\Shau\20241003_121017_slow_down.mp4,Shau
split-videos/train\Naang\20241003_114745_brightness.mp4,Naang
split-videos/train\Mahina\20241003_085500_rotate.mp4,Mahina
split-videos/train\Poush\20241008_091520_brightness.mp4,Poush
split-videos/train\Poush\20241002_104330_flip.mp4,Poush
split-videos/train\Saag\20241006_090850_rotate.mp4,Saag
split-videos/train\Khairo\20241008_100859_slow_down.mp4,Khairo
split-videos/train\Naang\dataset 03 (19)_speed_up.mp4,Naang
split-videos/train\Falful\20241003_121040_color_jitter.mp4,Falful
split-videos/train\Saag\20241006_090850_brightness.mp4,Saag
split-videos/train\Gundruk\20241002_121547_brightness.mp4,Gundruk
split-videos/train\Naadi\20241014_094041_slow_down.mp4,Naadi
split-videos/train\Sungur\20241002_112442_flip.mp4,Sungur
split-videos/train\Baisakh\20241008_093838_slow_down.mp4,Baisakh
split-videos/train\Sungur\20241008_091857_speed_up.mp4,Sungur
split-videos/train\Kera\20241003_121106_slow_down.mp4,Kera
split-videos/train\Mahina\20241014_093632_rotate.mp4,Mahina
split-videos/train\Saag\Dataset01 (5)_speed_up.mp4,Saag
split-videos/train\Hariyo\20241002_104419_color_jitter.mp4,Hariyo
split-videos/train\Kera\Dataset01 (20)_noise.mp4,Kera
split-videos/train\Poush\Dataset01 (12)_rotate.mp4,Poush
split-videos/train\Gundruk\20241002_121547_rotate.mp4,Gundruk
split-videos/train\Jestha\20241003_091217_rotate.mp4,Jestha
split-videos/train\Ghar\20241014_093008_color_jitter.mp4,Ghar
split-videos/train\Nariwal\20241008_101009_color_jitter.mp4,Nariwal
split-videos/train\Kharayo\20241008_091911_slow_down.mp4,Kharayo
split-videos/train\Nariwal\20241002_104734_brightness.mp4,Nariwal
split-videos/train\Ghar\Dataset01 (4)_color_jitter.mp4,Ghar
split-videos/train\Jestha\20241002_111405_flip.mp4,Jestha
split-videos/train\Amilo\20241002_112728_brightness.mp4,Amilo
split-videos/train\Naang\20241008_091819_noise.mp4,Naang
split-videos/train\Mahina\20241006_090436_rotate.mp4,Mahina
split-videos/train\Kharayo\20241002_121814_speed_up.mp4,Kharayo
split-videos/train\Kharayo\20241003_115946_color_jitter.mp4,Kharayo
split-videos/train\Mahina\20241008_093817_flip.mp4,Mahina
split-videos/train\Falful\20241002_111951_slow_down.mp4,Falful
split-videos/train\Hariyo\20241002_121306_brightness.mp4,Hariyo
split-videos/train\Kharayo\Dataset02 (10)_flip.mp4,Kharayo
split-videos/train\Poush\20241008_091520_noise.mp4,Poush
split-videos/train\Sungur\20241006_094319_flip.mp4,Sungur
split-videos/train\Poush\20241006_082626_color_jitter.mp4,Poush
split-videos/train\Ghar\20241014_094026_rotate.mp4,Ghar
split-videos/train\Jestha\Dataset01 (18)_rotate.mp4,Jestha
split-videos/train\Nariwal\20241006_094048_rotate.mp4,Nariwal
split-videos/train\Saag\20241008_101024_brightness.mp4,Saag
split-videos/train\Baisakh\20241006_093749_flip.mp4,Baisakh
split-videos/train\Gundruk\20241003_085859_flip.mp4,Gundruk
split-videos/train\Mahina\20241006_093732_speed_up.mp4,Mahina
split-videos/train\Mahina\20241003_120819_flip.mp4,Mahina
split-videos/train\Baisakh\20241006_082424_brightness.mp4,Baisakh
split-videos/train\Mahina\20241003_115230_speed_up.mp4,Mahina
split-videos/train\Ghar\20241008_101056_brightness.mp4,Ghar
split-videos/train\Ghar\20241003_121202_speed_up.mp4,Ghar
split-videos/train\Sungur\Dataset01 (19)_brightness.mp4,Sungur
split-videos/train\Guy\20241003_091501_rotate.mp4,Guy
split-videos/train\Sungur\20241008_091857_slow_down.mp4,Sungur
split-videos/train\Mahina\20241003_115230_flip.mp4,Mahina
split-videos/train\Baisakh\20241003_120831_brightness.mp4,Baisakh
split-videos/train\Sungur\20241014_094128_noise.mp4,Sungur
split-videos/train\Hathi\20241003_121251_noise.mp4,Hathi
split-videos/train\Hathi\20241014_093111_speed_up.mp4,Hathi
split-videos/train\Kharayo\20241002_105042_rotate.mp4,Kharayo
split-videos/train\Khairo\20241003_091255_noise.mp4,Khairo
split-videos/train\Saag\20241002_104755_noise.mp4,Saag
split-videos/train\Kera\20241002_104645_speed_up.mp4,Kera
split-videos/train\Falful\20241001_152707_brightness.mp4,Falful
split-videos/train\Kharayo\20241006_091107_noise.mp4,Kharayo
split-videos/train\Hathi\20241006_091015_rotate.mp4,Hathi
split-videos/train\Hathi\20241006_091015_brightness.mp4,Hathi
split-videos/train\Sungur\20241008_101208_rotate.mp4,Sungur
split-videos/train\Khairo\20241006_093930_color_jitter.mp4,Khairo
split-videos/train\Kharayo\20241003_115946_slow_down.mp4,Kharayo
split-videos/train\Saag\20241008_094215_color_jitter.mp4,Saag
split-videos/train\Kharayo\Dataset02 (10)_slow_down.mp4,Kharayo
split-videos/train\Ghar\20241006_094147_flip.mp4,Ghar
split-videos/train\Hathi\20241003_114759_rotate.mp4,Hathi
split-videos/train\Mahina\20241001_153334_rotate.mp4,Mahina
split-videos/train\Kharayo\20241002_112500_slow_down.mp4,Kharayo
split-videos/train\Naadi\20241008_101113_noise.mp4,Naadi
split-videos/train\Kera\20241002_121447_flip.mp4,Kera
split-videos/train\Khairo\20241003_085715_flip.mp4,Khairo
split-videos/train\Jestha\20241003_085542_color_jitter.mp4,Jestha
split-videos/train\Naang\20241008_094311_slow_down.mp4,Naang
split-videos/train\Naadi\20241008_094258_slow_down.mp4,Naadi
split-videos/train\Poush\20241003_120902_color_jitter.mp4,Poush
split-videos/train\Hariyo\20241003_115417_speed_up.mp4,Hariyo
split-videos/train\Sungur\dataset 03 (9)_flip.mp4,Sungur
split-videos/train\Saag\20241003_085844_slow_down.mp4,Saag
split-videos/train\Falful\20241008_100938_noise.mp4,Falful
split-videos/train\Mahina\20241008_100734_brightness.mp4,Mahina
split-videos/train\Naang\20241006_083630_rotate.mp4,Naang
split-videos/train\Saag\20241014_092939_noise.mp4,Saag
split-videos/train\Poush\20241006_093822_flip.mp4,Poush
split-videos/train\Gundruk\20241003_091411_slow_down.mp4,Gundruk
split-videos/train\Jestha\20241003_115320_flip.mp4,Jestha
split-videos/train\Shau\Dataset02 (11)_flip.mp4,Shau
split-videos/train\Kharayo\20241003_121326_flip.mp4,Kharayo
split-videos/train\Ghar\20241003_115801_slow_down.mp4,Ghar
split-videos/train\Gundruk\20241001_152838_slow_down.mp4,Gundruk
split-videos/train\Poush\20241003_120902_flip.mp4,Poush
split-videos/train\Naang\20241002_104920_slow_down.mp4,Naang
split-videos/train\Gundruk\Dataset02 (15)_brightness.mp4,Gundruk
split-videos/train\Khairo\20241006_093930_brightness.mp4,Khairo
split-videos/train\Guy\20241002_121733_color_jitter.mp4,Guy
split-videos/train\Falful\20241002_111951_color_jitter.mp4,Falful
split-videos/train\Naadi\20241002_121624_color_jitter.mp4,Naadi
split-videos/train\Nariwal\20241006_094048_speed_up.mp4,Nariwal
split-videos/train\Hariyo\Dataset01 (7)_rotate.mp4,Hariyo
split-videos/train\Naang\20241003_121235_slow_down.mp4,Naang
split-videos/train\Shau\20241002_104457_noise.mp4,Shau
split-videos/train\Guy\20241008_091843_slow_down.mp4,Guy
split-videos/train\Nariwal\Dataset02 (14)_noise.mp4,Nariwal
split-videos/train\Ghar\20241002_104835_flip.mp4,Ghar
split-videos/train\Falful\20241003_121040_slow_down.mp4,Falful
split-videos/train\Gundruk\20241008_094608_rotate.mp4,Gundruk
split-videos/train\Mahina\20241006_090436_speed_up.mp4,Mahina
split-videos/train\Kharayo\20241014_093156_slow_down.mp4,Kharayo
split-videos/train\Kharayo\dataset 03 (17)_color_jitter.mp4,Kharayo
split-videos/train\Amilo\20241008_100833_brightness.mp4,Amilo
split-videos/train\Naang\20241002_104920_color_jitter.mp4,Naang
split-videos/train\Guy\20241006_094307_noise.mp4,Guy
split-videos/train\Shau\20241002_121343_slow_down.mp4,Shau
split-videos/train\Nariwal\20241003_114603_rotate.mp4,Nariwal
split-videos/train\Naadi\Dataset01 (14)_speed_up.mp4,Naadi
split-videos/train\Falful\20241006_083109_color_jitter.mp4,Falful
split-videos/train\Falful\Dataset02 (7)_brightness.mp4,Falful
split-videos/train\Nariwal\20241014_093944_speed_up.mp4,Nariwal
split-videos/train\Naang\20241002_121652_speed_up.mp4,Naang
split-videos/train\Kharayo\20241006_094343_rotate.mp4,Kharayo
split-videos/train\Baisakh\20241003_120831_flip.mp4,Baisakh
split-videos/train\Guy\20241006_083706_speed_up.mp4,Guy
split-videos/train\Ghar\20241002_104835_color_jitter.mp4,Ghar
split-videos/train\Naadi\20241003_114728_noise.mp4,Naadi
split-videos/train\Hathi\20241003_091446_brightness.mp4,Hathi
split-videos/train\Guy\20241003_091501_slow_down.mp4,Guy
split-videos/train\Kharayo\20241006_083737_brightness.mp4,Kharayo
split-videos/train\Guy\20241003_114813_flip.mp4,Guy
split-videos/train\Falful\20241014_092805_slow_down.mp4,Falful
split-videos/train\Sungur\20241003_091511_speed_up.mp4,Sungur
split-videos/train\Jestha\dataset 03 (20)_slow_down.mp4,Jestha
split-videos/train\Ghar\20241006_094147_color_jitter.mp4,Ghar
split-videos/train\Amilo\20241003_085616_noise.mp4,Amilo
split-videos/train\Kharayo\Dataset02 (10)_color_jitter.mp4,Kharayo
split-videos/train\Khairo\Dataset01 (9)_noise.mp4,Khairo
split-videos/train\Hathi\20241014_094105_speed_up.mp4,Hathi
split-videos/train\Hathi\20241002_121708_speed_up.mp4,Hathi
split-videos/train\Jestha\20241008_093854_noise.mp4,Jestha
split-videos/train\Baisakh\20241003_091207_noise.mp4,Baisakh
split-videos/train\Khairo\20241002_121327_speed_up.mp4,Khairo
split-videos/train\Sungur\20241001_152959_noise.mp4,Sungur
split-videos/train\Hathi\20241008_101140_noise.mp4,Hathi
split-videos/train\Baisakh\20241003_085517_noise.mp4,Baisakh
split-videos/train\Baisakh\20241014_092505_brightness.mp4,Baisakh
split-videos/train\Guy\20241006_091028_brightness.mp4,Guy
split-videos/train\Shau\20241003_114452_flip.mp4,Shau
split-videos/train\Hathi\20241003_091446_slow_down.mp4,Hathi
split-videos/train\Naadi\20241008_091800_brightness.mp4,Naadi
split-videos/train\Mahina\20241006_090436_color_jitter.mp4,Mahina
split-videos/train\Baisakh\20241014_092505_rotate.mp4,Baisakh
split-videos/train\Sungur\20241001_152959_brightness.mp4,Sungur
split-videos/train\Hariyo\20241006_090638_slow_down.mp4,Hariyo
split-videos/train\Nariwal\20241006_083243_speed_up.mp4,Nariwal
split-videos/train\Gundruk\20241014_092954_brightness.mp4,Gundruk
split-videos/train\Gundruk\20241006_083351_rotate.mp4,Gundruk
split-videos/train\Baisakh\20241006_090453_brightness.mp4,Baisakh
split-videos/train\Poush\20241008_093909_color_jitter.mp4,Poush
split-videos/train\Naang\Dataset02 (3)_rotate.mp4,Naang
split-videos/train\Kharayo\dataset 03 (17)_speed_up.mp4,Kharayo
split-videos/train\Hariyo\20241008_091552_flip.mp4,Hariyo
split-videos/train\Falful\20241006_083109_slow_down.mp4,Falful
split-videos/train\Amilo\20241008_093927_speed_up.mp4,Amilo
split-videos/train\Ghar\20241006_090918_color_jitter.mp4,Ghar
split-videos/train\Khairo\Dataset01 (9)_brightness.mp4,Khairo
split-videos/train\Nariwal\20241003_115701_brightness.mp4,Nariwal
split-videos/train\Kharayo\Dataset01 (3)_slow_down.mp4,Kharayo
split-videos/train\Kera\20241003_091342_flip.mp4,Kera
split-videos/train\Hathi\20241006_091015_speed_up.mp4,Hathi
split-videos/train\Shau\20241002_111824_rotate.mp4,Shau
split-videos/train\Naang\20241006_090956_flip.mp4,Naang
split-videos/train\Saag\20241006_094105_slow_down.mp4,Saag
split-videos/train\Jestha\20241008_091507_color_jitter.mp4,Jestha
split-videos/train\Gundruk\20241002_104820_speed_up.mp4,Gundruk
split-videos/train\Kera\20241001_152736_slow_down.mp4,Kera
split-videos/train\Saag\Dataset02 (17)_rotate.mp4,Saag
split-videos/train\Gundruk\20241002_121547_speed_up.mp4,Gundruk
split-videos/train\Poush\20241001_152413_speed_up.mp4,Poush
split-videos/train\Khairo\20241014_093822_noise.mp4,Khairo
split-videos/train\Jestha\20241008_100759_slow_down.mp4,Jestha
split-videos/train\Mahina\20241008_091425_brightness.mp4,Mahina
split-videos/train\Sungur\20241003_121315_brightness.mp4,Sungur
split-videos/train\Gundruk\20241003_091411_brightness.mp4,Gundruk
split-videos/train\Mahina\20241002_111452_rotate.mp4,Mahina
split-videos/train\Kharayo\20241006_083737_flip.mp4,Kharayo
split-videos/train\Gundruk\Dataset02 (15)_slow_down.mp4,Gundruk
split-videos/train\Mahina\20241014_092443_slow_down.mp4,Mahina
split-videos/train\Sungur\20241006_094319_noise.mp4,Sungur
split-videos/train\Sungur\20241003_114826_brightness.mp4,Sungur
split-videos/train\Hariyo\20241003_115417_flip.mp4,Hariyo
split-videos/train\Kharayo\20241001_153014_color_jitter.mp4,Kharayo
split-videos/train\Nariwal\Dataset02 (14)_speed_up.mp4,Nariwal
split-videos/train\Guy\20241006_094307_speed_up.mp4,Guy
split-videos/train\Amilo\20241008_093927_color_jitter.mp4,Amilo
split-videos/train\Amilo\20241014_093749_flip.mp4,Amilo
split-videos/train\Naadi\20241003_114728_speed_up.mp4,Naadi
split-videos/train\Kera\dataset 03 (15)_slow_down.mp4,Kera
split-videos/train\Saag\20241003_091401_rotate.mp4,Saag
split-videos/train\Khairo\20241006_090654_color_jitter.mp4,Khairo
split-videos/train\Naadi\dataset 03 (12)_slow_down.mp4,Naadi
split-videos/train\Jestha\20241008_091507_brightness.mp4,Jestha
split-videos/train\Poush\20241003_085559_noise.mp4,Poush
split-videos/train\Sungur\20241006_083721_rotate.mp4,Sungur
split-videos/train\Gundruk\20241008_094608_slow_down.mp4,Gundruk
split-videos/train\Gundruk\20241003_121150_speed_up.mp4,Gundruk
split-videos/train\Hariyo\20241014_092643_rotate.mp4,Hariyo
split-videos/train\Mahina\Dataset01 (13)_color_jitter.mp4,Mahina
split-videos/train\Kera\20241003_085814_color_jitter.mp4,Kera
split-videos/train\Falful\20241008_100938_flip.mp4,Falful
split-videos/train\Hariyo\20241008_100845_flip.mp4,Hariyo
split-videos/train\Guy\20241008_091843_flip.mp4,Guy
split-videos/train\Sungur\20241003_091511_flip.mp4,Sungur
split-videos/train\Kera\20241008_094124_rotate.mp4,Kera
split-videos/train\Kharayo\20241003_091523_speed_up.mp4,Kharayo
split-videos/train\Khairo\20241002_104443_rotate.mp4,Khairo
split-videos/train\Naadi\20241014_093021_color_jitter.mp4,Naadi
split-videos/train\Amilo\Dataset01 (1)_noise.mp4,Amilo
split-videos/train\Sungur\20241006_083721_speed_up.mp4,Sungur
split-videos/train\Mahina\20241002_111452_speed_up.mp4,Mahina
split-videos/train\Mahina\Dataset01 (13)_flip.mp4,Mahina
split-videos/train\Ghar\dataset 03 (11)_color_jitter.mp4,Ghar
split-videos/train\Kera\20241006_083147_noise.mp4,Kera
split-videos/train\Falful\20241003_115610_rotate.mp4,Falful
split-videos/train\Kera\20241003_114547_noise.mp4,Kera
split-videos/train\Baisakh\20241006_090453_slow_down.mp4,Baisakh
split-videos/train\Khairo\20241008_100859_rotate.mp4,Khairo
